,Rank,Team,Conf,W-L,AdjO,AdjD,AdjT,Luck,OppO,OppD,TeamID,AdjEM
266,255,Presbyterian,BSth,13-18,98.3,108.4,60.6,+.046,100.4,101.5,1342.0,-10.100000000000009
267,256,Seattle,ind,11-17,90.1,99.3,74.0,+.064,101.1,103.3,1370.0,-9.200000000000003
268,257,Illinois Chicago,Horz,7-23,93.7,103.2,66.0,-.041,103.4,100.5,1227.0,-9.5
269,258,Jackson St.,SWAC,15-12,95.3,105.2,65.0,+.018,93.9,103.7,1238.0,-9.900000000000006
270,259,Bowling Green,MAC,12-17,95.0,104.9,66.2,+.032,100.0,102.3,1132.0,-9.900000000000006
271,260,Mount St. Mary's,NEC,11-20,91.3,100.7,65.6,-.021,100.1,102.0,1291.0,-9.400000000000006
272,261,Cal St. Fullerton,BW,9-19,101.8,112.5,69.1,-.015,99.4,102.2,1168.0,-10.700000000000003
273,262,Missouri Kansas City,Sum,16-13,99.9,110.5,65.4,+.116,100.9,106.0,1282.0,-10.599999999999994
274,263,Northwestern St.,Slnd,17-12,96.5,107.0,72.6,+.131,96.9,104.7,1322.0,-10.5
275,264,Sacred Heart,NEC,11-18,97.3,107.9,66.8,-.013,97.3,103.2,1357.0,-10.600000000000009
276,265,Campbell,ASun,12-18,95.4,105.8,65.6,-.048,98.7,103.6,1144.0,-10.399999999999991
277,266,Montana St.,BSky,12-17,96.9,107.6,65.8,+.023,100.0,102.2,1286.0,-10.699999999999989
278,267,Portland St.,BSky,13-15,101.6,113.1,68.7,+.056,98.9,104.8,1340.0,-11.5
279,268,Florida International,SB,10-18,101.2,112.6,69.5,-.034,98.3,103.5,1198.0,-11.399999999999991
280,269,Navy,Pat,11-19,90.3,100.6,70.8,-.034,99.9,105.0,1298.0,-10.299999999999997
281,270,Southeastern Louisiana,Slnd,13-13,96.6,107.7,66.0,+.062,98.6,102.4,1368.0,-11.100000000000009
282,271,Troy,SB,8-20,94.8,105.8,71.4,-.037,101.0,102.1,1407.0,-11.0
283,272,Towson,CAA,4-25,103.5,115.7,66.2,-.067,101.7,101.3,1406.0,-12.200000000000003
284,273,Northern Illinois,MAC,8-19,97.5,109.2,68.7,-.023,99.6,102.1,1296.0,-11.700000000000003
285,274,Gardner Webb,BSth,11-20,91.2,102.2,64.7,-.013,100.4,102.0,1205.0,-11.0
286,275,The Citadel,SC,10-21,97.8,109.7,63.5,-.052,101.6,103.5,1154.0,-11.900000000000006
287,276,Chattanooga,SC,16-15,96.6,108.3,69.8,+.145,101.4,103.4,1151.0,-11.700000000000003
288,277,Eastern Washington,BSky,9-19,95.5,107.4,64.9,-.025,101.1,102.8,1186.0,-11.900000000000006
289,278,Army,Pat,11-18,97.1,109.2,68.2,-.037,98.0,104.0,1119.0,-12.100000000000009
290,279,Jacksonville St.,OVC,5-25,95.0,106.8,62.8,-.078,99.6,103.8,1240.0,-11.799999999999997
291,280,Savannah St.,ind,10-18,88.8,100.0,64.1,+.027,101.2,99.9,1366.0,-11.200000000000003
294,281,St. Francis PA,NEC,9-20,97.5,109.9,66.5,-.013,99.2,102.0,1384.0,-12.400000000000006
295,282,Eastern Michigan,MAC,8-20,88.4,99.7,67.8,-.101,99.6,102.5,1185.0,-11.299999999999997
296,283,NC Greensboro,SC,6-23,97.7,110.4,70.9,-.040,102.5,102.4,1422.0,-12.700000000000003
297,284,Central Michigan,MAC,9-19,88.8,100.3,64.4,-.005,100.1,102.5,1141.0,-11.5
298,285,South Alabama,SB,12-15,97.6,110.4,68.4,+.045,98.3,103.2,1375.0,-12.800000000000011
299,286,Monmouth,NEC,9-21,92.2,104.4,63.8,-.029,98.7,103.3,1284.0,-12.200000000000003
300,287,North Carolina A&T;,MEAC,14-15,98.2,111.3,69.0,+.045,98.3,103.8,1299.0,-13.099999999999994
301,288,South Dakota,GWC,15-13,99.2,112.6,72.6,-.042,95.9,107.4,1377.0,-13.399999999999991
302,289,UC Riverside,BW,10-17,93.0,105.7,65.8,+.058,102.7,102.7,1415.0,-12.700000000000003
303,290,Fordham,A10,6-20,95.3,108.5,68.2,-.007,102.5,101.0,1200.0,-13.200000000000003
304,291,Florida Gulf Coast,ASun,9-20,90.8,103.6,68.5,-.002,100.1,103.0,1195.0,-12.799999999999997
305,292,Bethune Cookman,MEAC,18-11,96.8,110.6,62.7,+.149,96.5,104.9,1126.0,-13.799999999999997
306,293,Tennessee Martin,OVC,11-20,95.2,108.8,69.5,-.019,99.5,103.2,1404.0,-13.599999999999994
307,294,New Hampshire,AE,12-17,88.7,101.4,62.9,+.033,98.6,104.9,1306.0,-12.700000000000003
308,295,Niagara,MAAC,9-22,89.6,102.7,68.0,+.023,100.0,101.2,1310.0,-13.100000000000009
309,296,Southeast Missouri St.,OVC,9-21,95.2,109.6,67.7,-.012,98.6,103.1,1369.0,-14.399999999999991
310,297,Eastern Illinois,OVC,9-20,91.5,105.8,64.1,-.016,100.3,104.2,1183.0,-14.299999999999997
311,298,Norfolk St.,MEAC,9-18,96.6,111.8,70.4,-.022,97.6,104.0,1313.0,-15.200000000000003
312,299,Idaho St.,BSky,9-18,94.5,109.5,65.2,+.011,102.7,103.5,1226.0,-15.0
313,300,Stetson,ASun,8-23,94.1,109.1,66.6,+.007,99.1,101.8,1391.0,-15.0
314,301,Hartford,AE,10-19,90.4,104.8,64.5,-.019,98.4,103.8,1216.0,-14.399999999999991
315,302,Delaware St.,MEAC,9-19,97.2,112.7,60.9,-.055,99.0,103.1,1175.0,-15.5
316,303,San Diego,WCC,6-23,89.0,103.3,64.6,-.020,105.2,101.2,1360.0,-14.299999999999997
317,304,Manhattan,MAAC,6-24,94.0,109.9,64.2,+.037,100.5,100.9,1264.0,-15.900000000000006
318,305,North Carolina Central,ind,14-13,93.9,109.8,67.0,+.106,98.1,105.6,1300.0,-15.899999999999991
319,306,North Dakota,GWC,13-14,91.1,106.8,67.7,+.045,98.8,105.9,1315.0,-15.700000000000003
320,307,Bryant,NEC,9-21,97.6,114.9,66.2,+.033,100.7,102.6,1136.0,-17.30000000000001
321,308,Cal St. Bakersfield,ind,9-17,94.0,110.8,69.4,+.033,100.1,104.4,1167.0,-16.799999999999997
322,309,NJ Inst of Technology,GWC,14-13,90.5,106.9,67.0,+.080,97.4,107.0,1312.0,-16.400000000000006
323,310,Alabama A&M;,SWAC,12-12,84.2,99.6,70.6,+.003,92.6,105.2,1105.0,-15.399999999999991
324,311,Samford,SC,12-18,93.5,110.8,61.6,+.077,99.6,104.0,1359.0,-17.299999999999997
325,312,Mississippi Valley St.,SWAC,11-18,90.4,107.1,73.4,+.031,97.4,102.0,1290.0,-16.69999999999999
326,313,Marist,MAAC,5-26,93.6,111.7,65.8,+.005,100.8,100.0,1265.0,-18.10000000000001
327,314,South Carolina Upstate,ASun,5-24,89.1,106.3,64.3,+.016,101.8,100.9,1367.0,-17.200000000000003
328,315,High Point,BSth,11-18,91.8,109.6,68.0,+.075,99.1,103.2,1219.0,-17.799999999999997
329,316,Colgate,Pat,7-22,94.1,112.5,67.7,-.030,99.7,103.5,1159.0,-18.400000000000006
330,317,Fairleigh Dickinson,NEC,5-24,91.6,109.6,67.3,-.026,98.9,103.8,1192.0,-18.0
331,318,Sacramento St.,BSky,7-20,91.0,109.0,64.5,-.031,100.1,104.4,1170.0,-18.0
332,319,Longwood,ind,12-19,98.5,118.5,70.6,+.025,99.8,102.8,1255.0,-20.0
333,320,Dartmouth,Ivy,5-21,88.7,106.8,66.4,-.016,101.2,102.6,1171.0,-18.099999999999994
336,321,Texas A&M; Corpus Chris,Slnd,8-21,89.6,108.0,64.6,+.027,101.4,101.2,1394.0,-18.400000000000006
337,322,Binghamton,AE,7-22,93.9,113.5,63.0,-.028,98.5,103.2,1127.0,-19.599999999999994
338,323,Kennesaw St.,ASun,8-22,95.3,115.9,65.0,+.002,98.4,102.3,1244.0,-20.60000000000001
339,324,Alabama St.,SWAC,12-16,87.5,106.6,65.0,+.034,94.1,104.4,1106.0,-19.099999999999994
340,325,Florida A&M;,MEAC,12-17,86.1,105.3,68.1,+.037,96.2,104.3,1197.0,-19.200000000000003
341,326,Louisiana Monroe,SB,7-23,92.5,113.5,63.0,-.024,99.1,102.9,1419.0,-21.0
342,327,Georgia Southern,SC,5-26,88.1,108.2,67.6,-.063,101.8,104.6,1204.0,-20.10000000000001
343,328,South Carolina St.,MEAC,8-20,89.9,111.2,67.9,-.076,97.5,106.5,1354.0,-21.299999999999997
344,329,Western Illinois,Sum,7-22,85.9,107.4,62.3,+.011,101.8,105.2,1442.0,-21.5
345,330,Radford,BSth,5-24,85.1,106.6,67.8,+.007,101.0,102.1,1347.0,-21.5
347,332,Toledo,MAC,4-25,89.1,111.7,64.3,-.043,100.6,101.0,1405.0,-22.60000000000001
349,334,Grambling,SWAC,8-19,81.5,103.1,69.0,+.000,94.4,104.3,1212.0,-21.599999999999994
350,335,Central Arkansas,Slnd,5-22,89.6,113.4,70.6,-.067,99.6,103.6,1146.0,-23.80000000000001
351,336,Houston Baptist,GWC,4-23,88.4,112.7,72.1,+.027,96.9,105.8,1223.0,-24.299999999999997
352,337,Maryland Eastern Shore,MEAC,7-21,90.4,116.1,69.6,+.001,97.8,104.2,1271.0,-25.69999999999999
353,338,Howard,MEAC,6-22,84.9,109.9,66.2,+.027,97.1,105.5,1224.0,-25.0
354,339,Prairie View A&M;,SWAC,8-20,83.9,109.0,67.9,-.019,96.2,102.4,1341.0,-25.099999999999994
355,340,Arkansas Pine Bluff,SWAC,6-22,86.7,113.1,67.3,-.000,95.0,101.4,1115.0,-26.39999999999999
356,341,Alcorn St.,SWAC,4-22,83.7,110.9,76.6,-.016,95.6,102.5,1108.0,-27.200000000000003
357,342,SIU Edwardsville,ind,8-21,83.8,113.4,70.7,+.053,101.5,104.8,1188.0,-29.60000000000001
358,343,Centenary,Sum,1-29,81.5,112.4,70.4,-.022,103.1,104.4,1147.0,-30.900000000000006
359,344,Chicago St.,GWC,6-23,85.8,120.4,73.5,+.004,100.2,103.6,1152.0,-34.60000000000001
360,345,Southern,SWAC,4-24,79.2,114.3,65.8,-.030,93.6,104.1,1380.0,-35.099999999999994
