,Rank,Team,Conf,W-L,AdjO,AdjD,AdjT,Luck,OppO,OppD,TeamID,AdjEM
265,254,Eastern Michigan,MAC,14-16,89.0,97.4,59.7,+.111,100.8,101.1,1185.0,-8.400000000000006
266,255,Appalachian St.,SC,12-17,98.2,107.4,66.4,+.005,99.7,102.5,1111.0,-9.200000000000003
267,256,Chattanooga,SC,11-20,95.7,104.9,68.5,-.111,99.6,103.1,1151.0,-9.200000000000003
268,257,Texas St.,Slnd,13-16,97.7,107.1,72.9,-.045,97.8,102.6,1402.0,-9.399999999999991
269,258,Pacific,BW,11-16,96.5,105.9,62.7,-.037,100.0,104.3,1334.0,-9.400000000000006
270,259,UC Irvine,BW,11-18,94.9,104.5,70.4,+.003,101.3,102.7,1414.0,-9.599999999999994
271,260,San Jose St.,WAC,9-19,99.1,109.2,65.2,-.032,101.5,102.6,1363.0,-10.100000000000009
272,261,Elon,SC,14-15,94.9,104.8,69.9,+.067,99.4,102.6,1189.0,-9.899999999999991
273,262,Troy,SB,10-17,101.7,112.4,68.1,+.028,99.9,100.1,1407.0,-10.700000000000003
274,263,Bradley,MVC,7-24,91.7,101.4,68.8,-.014,104.2,99.1,1133.0,-9.700000000000003
275,264,Santa Clara,WCC,8-22,101.8,112.6,66.4,-.076,101.8,101.1,1365.0,-10.799999999999997
276,265,Morgan St.,MEAC,8-19,96.0,106.2,66.9,-.112,97.7,102.7,1288.0,-10.200000000000003
277,266,Coppin St.,MEAC,14-14,103.6,114.7,69.6,+.020,96.6,102.4,1164.0,-11.100000000000009
278,267,Gardner Webb,BSth,12-20,93.0,102.9,64.9,-.033,100.0,104.3,1205.0,-9.900000000000006
279,268,Fordham,A10,10-18,93.6,103.6,67.1,+.073,102.6,99.4,1200.0,-10.0
280,269,Western Carolina,SC,14-17,96.1,106.5,67.2,+.056,100.7,103.4,1441.0,-10.400000000000006
281,270,Samford,SC,11-18,100.4,111.3,62.6,+.029,99.4,101.8,1359.0,-10.899999999999991
282,271,Maine,AE,12-16,95.7,106.1,67.8,-.039,97.4,104.3,1263.0,-10.399999999999991
283,272,Eastern Kentucky,OVC,16-16,98.4,109.2,62.7,+.052,99.1,104.9,1184.0,-10.799999999999997
284,273,Liberty,BSth,14-18,98.6,109.8,64.9,+.052,99.0,104.6,1251.0,-11.200000000000003
285,274,Portland,WCC,7-23,96.5,107.5,67.7,+.015,104.3,99.0,1339.0,-11.0
286,275,Virginia Military Inst,BSth,16-15,99.7,111.2,74.2,+.090,98.4,104.6,1440.0,-11.5
287,276,Monmouth,NEC,12-19,95.6,106.6,68.9,+.066,100.0,102.3,1284.0,-11.0
288,277,North Dakota,GWC,14-14,93.5,104.5,67.3,-.001,98.0,104.1,1315.0,-11.0
289,278,IUPU Fort Wayne,Sum,11-18,95.7,107.1,69.2,+.033,102.2,105.0,1236.0,-11.399999999999991
290,279,NC Greensboro,SC,12-18,95.7,107.1,72.7,+.104,100.6,101.0,1422.0,-11.399999999999991
291,280,UC Riverside,BW,13-16,87.5,98.1,63.8,+.112,101.3,102.9,1415.0,-10.599999999999994
294,281,Pepperdine,WCC,10-18,92.2,103.6,61.9,+.012,102.1,102.6,1337.0,-11.399999999999991
295,282,South Dakota,Sum,10-18,96.4,108.3,69.3,-.016,101.7,104.8,1377.0,-11.899999999999991
296,283,Texas Southern,SWAC,12-16,89.3,100.5,67.0,-.025,95.8,103.0,1411.0,-11.200000000000003
297,284,Loyola Chicago,Horz,7-23,93.3,105.1,60.8,-.057,100.1,100.9,1260.0,-11.799999999999997
298,285,Hampton,MEAC,10-19,90.1,101.6,68.4,-.066,97.3,105.9,1214.0,-11.5
299,286,New Hampshire,AE,13-15,90.4,102.0,65.2,+.012,96.1,105.1,1306.0,-11.599999999999994
300,287,Bethune Cookman,MEAC,14-16,96.9,109.5,63.9,+.035,96.7,102.8,1126.0,-12.599999999999994
301,288,William & Mary,CAA,6-25,96.8,109.5,63.6,-.061,101.5,100.3,1456.0,-12.700000000000003
302,289,Central Michigan,MAC,9-20,94.1,106.5,64.9,-.026,99.1,100.3,1141.0,-12.400000000000006
303,290,Missouri Kansas City,Sum,10-21,96.8,109.6,64.1,-.023,102.1,103.5,1282.0,-12.799999999999997
304,291,Sam Houston St.,Slnd,12-18,87.0,98.6,63.7,-.034,99.1,101.5,1358.0,-11.599999999999994
305,292,Sacramento St.,BSky,10-18,96.5,109.4,66.0,-.090,99.0,106.3,1170.0,-12.900000000000006
306,293,Montana St.,BSky,12-16,94.9,107.8,67.3,+.024,99.3,104.7,1286.0,-12.899999999999991
307,294,Illinois Chicago,Horz,8-22,94.8,108.1,65.0,+.006,100.2,100.3,1227.0,-13.299999999999997
308,295,Mount St. Mary's,NEC,8-21,91.4,105.0,63.7,-.052,98.4,102.7,1291.0,-13.599999999999994
309,296,Army,Pat,12-18,91.4,105.1,69.7,-.006,97.2,105.1,1119.0,-13.699999999999989
310,297,Dartmouth,Ivy,5-23,88.3,101.5,64.2,-.081,99.7,102.9,1171.0,-13.200000000000003
311,298,NJ Inst of Technology,GWC,12-16,95.0,109.8,65.1,-.072,96.9,105.1,1312.0,-14.799999999999997
312,299,North Carolina A&T;,MEAC,12-18,92.3,106.8,69.3,-.004,99.1,103.9,1299.0,-14.5
313,300,Cal St. Northridge,BW,7-21,96.2,111.9,68.7,-.049,100.0,102.4,1169.0,-15.700000000000003
314,301,Utah,P12,6-22,91.1,106.5,62.1,-.001,103.1,98.5,1428.0,-15.400000000000006
315,302,Eastern Illinois,OVC,12-17,93.8,109.8,64.1,+.017,98.2,105.0,1183.0,-16.0
316,303,Brown,Ivy,8-21,93.7,110.0,65.8,-.007,98.6,102.2,1135.0,-16.299999999999997
317,304,Idaho St.,BSky,9-20,93.6,109.9,66.0,+.036,100.3,102.8,1226.0,-16.30000000000001
318,305,Hartford,AE,8-21,88.8,105.0,65.5,-.024,97.6,103.5,1216.0,-16.200000000000003
319,306,SIU Edwardsville,OVC,10-17,92.6,109.5,69.1,+.059,98.4,104.4,1188.0,-16.900000000000006
320,307,Southeastern Louisiana,Slnd,11-17,83.9,99.9,63.7,+.003,96.8,103.7,1368.0,-16.0
321,308,Texas A&M; Corpus Chris,Slnd,5-24,87.8,104.7,66.3,+.010,99.0,100.6,1394.0,-16.900000000000006
322,309,St. Francis PA,NEC,6-23,91.6,109.3,64.4,-.050,100.1,103.1,1384.0,-17.700000000000003
323,310,Louisiana Monroe,SB,3-26,93.8,112.3,64.9,-.088,99.9,100.0,1419.0,-18.5
324,311,Canisius,MAAC,5-24,93.9,112.6,66.8,+.004,99.3,103.1,1145.0,-18.69999999999999
325,312,Radford,BSth,6-26,88.0,105.6,65.9,-.064,100.4,103.9,1347.0,-17.599999999999994
326,313,The Citadel,SC,6-23,89.9,108.3,64.5,-.043,99.9,103.1,1154.0,-18.39999999999999
328,315,Colgate,Pat,8-22,95.6,115.3,65.4,+.062,98.7,101.8,1159.0,-19.700000000000003
329,316,UC Davis,BW,5-23,92.3,111.4,66.4,-.031,99.4,103.2,1413.0,-19.10000000000001
330,317,Kennesaw St.,ASun,3-28,94.5,114.4,63.4,-.100,102.3,100.4,1244.0,-19.900000000000006
331,318,St. Peter's,MAAC,5-25,86.5,105.3,65.1,-.042,100.8,101.5,1389.0,-18.799999999999997
332,319,Howard,MEAC,9-20,87.0,106.0,66.8,+.026,99.7,101.6,1224.0,-19.0
333,320,Alabama St.,SWAC,10-18,85.7,104.9,64.9,+.004,94.2,102.6,1106.0,-19.200000000000003
336,321,Houston Baptist,GWC,9-19,90.9,111.4,72.0,+.018,98.7,104.9,1223.0,-20.5
337,322,Nicholls St.,Slnd,10-18,96.5,118.4,66.1,+.056,98.4,101.5,1311.0,-21.900000000000006
338,323,Navy,Pat,3-26,89.5,109.8,60.9,-.056,99.9,103.4,1298.0,-20.299999999999997
339,324,Florida A&M;,MEAC,8-21,90.9,112.2,70.2,+.033,96.2,102.5,1197.0,-21.299999999999997
340,325,Southern,SWAC,15-14,85.8,106.0,65.2,+.082,92.3,105.0,1380.0,-20.200000000000003
341,326,Maryland Eastern Shore,MEAC,7-21,85.1,105.2,68.2,+.002,98.5,102.2,1271.0,-20.10000000000001
342,327,Prairie View A&M;,SWAC,13-16,82.4,102.4,70.2,+.048,94.0,105.0,1341.0,-20.0
343,328,Nebraska Omaha,ind,11-18,94.2,117.1,71.9,-.055,101.2,101.8,1303.0,-22.89999999999999
344,329,Central Arkansas,Slnd,8-20,89.9,111.8,73.3,+.016,98.3,102.5,1146.0,-21.89999999999999
345,330,Fairleigh Dickinson,NEC,3-26,86.2,108.1,67.6,+.034,99.4,103.6,1192.0,-21.89999999999999
346,331,Bryant,NEC,2-28,91.4,115.5,66.2,-.038,99.0,101.7,1136.0,-24.099999999999994
347,332,Arkansas Pine Bluff,SWAC,9-21,89.5,113.1,66.8,+.054,94.3,102.6,1115.0,-23.599999999999994
348,333,Northern Illinois,MAC,4-24,86.3,109.6,63.5,-.044,99.8,102.7,1296.0,-23.299999999999997
349,334,Tennessee Martin,OVC,4-27,90.6,115.1,66.5,-.013,99.8,102.1,1404.0,-24.5
350,335,Jackson St.,SWAC,7-21,86.1,109.9,62.3,-.010,95.6,101.8,1238.0,-23.80000000000001
351,336,Chicago St.,GWC,4-25,86.3,110.5,70.1,-.044,100.3,102.6,1152.0,-24.200000000000003
352,337,Northern Arizona,BSky,5-24,87.7,112.6,65.8,-.005,99.7,103.9,1319.0,-24.89999999999999
354,339,Towson,CAA,1-30,83.8,108.3,62.8,-.032,102.7,98.4,1406.0,-24.5
355,340,Alabama A&M;,SWAC,6-19,86.7,112.3,67.8,-.035,92.4,102.5,1105.0,-25.599999999999994
356,341,Longwood,ind,10-21,94.0,122.2,70.8,+.010,97.4,103.3,1255.0,-28.200000000000003
357,342,Alcorn St.,SWAC,8-19,85.3,111.5,67.3,-.013,93.0,104.3,1108.0,-26.200000000000003
358,343,Binghamton,AE,1-28,84.0,111.7,65.4,-.033,97.6,103.4,1127.0,-27.700000000000003
359,344,South Carolina St.,MEAC,5-24,88.0,117.1,69.6,-.027,97.5,103.7,1354.0,-29.099999999999994
360,345,Grambling,SWAC,3-23,78.8,116.8,65.8,+.017,93.9,103.7,1212.0,-38.0
